krs,name,nip,regon,legal_form,register,registration_date,last_entry_date,as_of,status_from_discovery,voivodeship,county,municipality,city,street,building_no,unit_no,postal_code,post_office,pkd_main,pkd_other,pkd_matches,pkd_match_types,pkd_descriptions,share_capital,share_capital_currency
0000046123,"""DOMIK"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",5540239954,09043642800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.09.2001,24.11.2025,24.11.2025,ACTIVE,,,,BYDGOSZCZ,UL. TORUŃSKA,155,,85-023,BYDGOSZCZ,,01.30.Z; 02.40.Z; 10.52.Z; 10.81.Z; 10.82.Z; 10.83.Z; 10.84.Z; 10.85.Z; 10.86.Z; 10.89.Z; 13.30.Z; 13.91.Z; 15.20.Z; 16.10.Z; 20.30.Z; 20.52.Z; 20.53.Z; 20.59.Z; 20.60.Z; 21.10.Z; 21.20.Z; 23.20.Z; 23.41.Z; 23.42.Z; 23.43.Z; 23.44.Z; 23.49.Z; 23.91.Z; 23.99.Z; 24.33.Z; 25.30.Z; 25.91.Z; 25.92.Z; 25.93.Z; 25.94.Z; 25.99.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.70.Z; 26.60.Z; 26.80.Z; 27.20.Z; 27.40.Z; 27.90.Z; 28.21.Z; 28.22.Z; 28.23.Z; 28.25.Z; 28.29.Z; 28.91.Z; 28.92.Z; 28.93.Z; 28.94.Z; 28.95.Z; 28.96.Z; 28.99.Z; 30.20.Z; 30.30.Z; 30.91.Z; 30.92.Z; 30.99.Z; 32.20.Z; 32.30.Z; 32.40.Z; 32.50.Z; 32.91.Z; 33.20.Z; 35.11.Z; 35.12.Z; 35.13.Z; 37.00.Z; 39.00.Z; 41.10.Z; 41.20.Z; 43.91.Z; 43.99.Z; 45.40.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.76.Z; 46.77.Z; 47.30.Z; 47.71.Z; 47.72.Z; 47.73.Z; 47.74.Z; 47.75.Z; 47.76.Z; 47.77.Z; 47.78.Z; 47.81.Z; 47.91.Z; 49.10.Z; 49.20.Z; 49.31.Z; 49.32.Z; 49.39.Z; 55.10.Z; 55.20.Z; 55.30.Z; 55.90.Z; 56.10.A; 56.10.B; 56.30.Z; 59.20.Z; 60.10.Z; 60.20.Z; 68.10.Z; 68.20.Z; 69.20.Z; 72.20.Z; 73.20.Z; 74.20.Z; 74.30.Z; 77.29.Z; 77.31.Z; 77.32.Z; 77.33.Z; 77.39.Z; 78.10.Z; 78.20.Z; 78.30.Z; 79.90.A; 79.90.B; 79.90.C; 80.10.Z; 80.20.Z; 80.30.Z; 81.10.Z; 81.30.Z; 82.30.Z; 82.92.Z; 85.60.Z; 86.10.Z; 86.90.A; 86.90.B; 87.20.Z; 91.01.B; 91.03.Z; 96.01.Z; 96.02.Z; 96.03.Z; 96.04.Z; 96.09.Z; 61.10.Z; 61.20.Z; 61.30.Z; 61.90.Z; 66.19.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '500000,00', 'waluta': 'PLN'}",
0000046406,"""MAC DEAN HOLDING LTD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI",1132306297,01030500000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.09.2001,07.11.2021,21.11.2025,LIQUIDATION,,,,WARSZAWA,TARNOWIECKA,2,,04-174,WARSZAWA,,01.11.Z; 01.13.Z; 01.28.Z; 01.47.Z; 01.49.Z; 01.64.Z; 01.70.Z; 03.11.Z; 03.12.Z; 03.21.Z; 03.22.Z; 11.01.Z; 11.02.Z; 11.03.Z; 11.07.Z; 16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 17.12.Z; 17.21.Z; 31.01.Z; 31.02.Z; 31.09.Z; 32.99.Z; 33.11.Z; 33.12.Z; 33.19.Z; 33.20.Z; 38.11.Z; 38.12.Z; 38.21.Z; 38.22.Z; 38.31.Z; 38.32.Z; 39.00.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 45.11.Z; 45.19.Z; 45.20.Z; 45.31.Z; 45.32.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.32.Z; 46.33.Z; 46.34.A; 46.34.B; 46.35.Z; 46.38.Z; 46.39.Z; 46.47.Z; 46.51.Z; 46.52.Z; 46.62.Z; 46.65.Z; 46.66.Z; 46.69.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.76.Z; 46.77.Z; 46.90.Z; 47.11.Z; 47.19.Z; 47.21.Z; 47.22.Z; 47.23.Z; 47.24.Z; 47.25.Z; 47.26.Z; 47.29.Z; 47.30.Z; 47.41.Z; 47.42.Z; 47.43.Z; 47.51.Z; 47.52.Z; 47.53.Z; 47.54.Z; 47.59.Z; 47.61.Z; 47.62.Z; 47.63.Z; 47.64.Z; 47.65.Z; 47.71.Z; 47.72.Z; 47.73.Z; 47.74.Z; 47.75.Z; 47.76.Z; 47.77.Z; 47.78.Z; 47.79.Z; 47.81.Z; 47.82.Z; 47.89.Z; 47.91.Z; 47.99.Z; 49.41.Z; 52.10.A; 52.10.B; 52.21.Z; 52.24.C; 52.29.C; 55.10.Z; 56.10.A; 56.10.B; 56.30.Z; 58.11.Z; 58.12.Z; 58.14.Z; 62.01.Z; 62.02.Z; 62.03.Z; 62.09.Z; 63.11.Z; 63.99.Z; 64.20.Z; 64.30.Z; 64.91.Z; 64.92.Z; 64.99.Z; 66.12.Z; 66.19.Z; 66.21.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 69.20.Z; 70.22.Z; 71.11.Z; 71.12.Z; 71.20.B; 73.11.Z; 73.12.A; 73.12.B; 73.12.C; 73.12.D; 73.20.Z; 74.10.Z; 74.90.Z; 77.11.Z; 77.12.Z; 77.29.Z; 77.32.Z; 77.33.Z; 77.39.Z; 78.10.Z; 78.30.Z; 79.12.Z; 80.10.Z; 80.20.Z; 80.30.Z; 81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 81.30.Z; 82.19.Z; 82.30.Z; 82.99.Z; 85.59.B; 85.60.Z; 91.03.Z; 94.99.Z; 95.11.Z; 95.12.Z; 95.21.Z; 95.24.Z; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '100000,00', 'waluta': 'PLN'}",
0000047181,"""EURODOM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",9211780465,95108037900000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,25.09.2001,30.04.2026,30.04.2026,ACTIVE,,,,TARNAWATKA TARTAK,TOMASZOWSKA,19,,22-604,TARNAWATKA,16.10.Z,16.23.Z; 31.09.Z; 41.20.Z; 43.91.Z; 43.21.Z; 43.29.Z; 43.99.Z; 71.11.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '4757000,00', 'waluta': 'PLN'}",
0000049106,"""OPAKODREW"" PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ",6271005099,27235412900000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,02.10.2001,01.07.2026,01.07.2026,ACTIVE,,,,ŚWIĘTOCHŁOWICE,UL. WOJSKA POLSKIEGO,22,,41-600,ŚWIĘTOCHŁOWICE,16.24.Z,49.41.Z; 16.11.Z,16.11.Z,pozostałe,16.11.Z: PKD 2025 - Produkcja wyrobów tartacznych,"{'wartosc': '277350,00', 'waluta': 'PLN'}",
0000049691,"""MEBEL ART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7470005079,53056083000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,19.10.2001,14.07.2026,14.07.2026,ACTIVE,,,,CHRÓŚCICE,POLNA,7,,46-080,CHRÓŚCICE,46.90.Z,46.73.Z; 46.75.Z; 46.76.Z; 46.69.Z; 47.52.Z; 52.21.Z; 25.73.Z; 16.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '400000,00', 'waluta': 'PLN'}",
0000053119,FORTRESS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7450008040,51024124600000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.10.2001,29.04.2026,29.04.2026,ACTIVE,,,,SZCZYTNO - KORPELE,,27,7,12-100,SZCZYTNO,16.29.Z,02.20.Z; 16.10.Z; 41.10.Z; 41.20.Z; 46.13.Z; 68.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '3737500,00', 'waluta': 'PLN'}",
0000055668,"""AGROPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W PIERSELACH",7430005156,51010214800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,23.10.2001,12.03.2026,12.03.2026,ACTIVE,,,,PIERSELE,,1,1,11-200,BARTOSZYCE,01.11.Z,08.12.Z; 16.10.Z; 16.23.Z; 43.12.Z; 23.63.Z; 55.90.Z; 49.41.Z; 46.21.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000056621,"""GREEN STAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5631000561,11009626500000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,29.10.2001,11.08.2026,11.08.2026,ACTIVE,,,,STARY UŚCIMÓW,,71,,21-109,UŚCIMÓW,16.10.Z,16.23.Z; 16.29.Z; 46.71.Z; 46.13.Z; 43.12.Z; 46.73.Z; 47.78.Z; 47.91.Z; 49.41.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000058740,"""OSIEDLE BAŁTYK"" SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ",6692220748,33096440300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,05.11.2001,25.10.2023,21.11.2025,ACTIVE,,,,GRZYBOWO,SPACEROWA,10 A,,78-132,GRZYBOWO,,02.20.Z; 02.40.Z; 16.10.Z; 16.21.Z; 16.23.Z; 16.24.Z; 31.01.Z; 31.02.Z; 31.09.Z; 41.20.Z; 42.11.Z; 42.91.Z; 43.11.Z; 43.12.Z; 43.21.Z; 43.32.Z; 43.39.Z; 43.91.Z; 43.99.Z; 46.19.Z; 46.69.Z; 49.41.Z; 52.10.B; 52.24.C; 63.11.Z; 68.10.Z; 68.20.Z; 68.32.Z; 70.22.Z; 71.12.Z; 73.11.Z; 73.12.D,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '3780700,00', 'waluta': 'PLN'}",
0000059784,"""JANMAR""SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7393250914,51140467300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,07.11.2001,14.07.2026,14.07.2026,ACTIVE,,,,BARCZEWO,PROSTA,9,,11-010,BARCZEWO,16.29.Z,16.10.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 49.41.Z; 68.20.Z; 31.09.Z; 45.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000063983,"""HOLZEXPORT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6570232377,29002771200000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.11.2001,09.07.2026,09.07.2026,ACTIVE,,,,KIELCE,ŚCIEGIENNEGO,256,,25-116,KIELCE,16.22.Z,16.10.Z; 16.21.Z; 16.23.Z; 16.24.Z; 16.29.Z; 43.33.Z; 46.13.Z; 46.73.Z; 47.53.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '125000,00', 'waluta': 'PLN'}",
0000064323,VTX SPÓŁKA AKCYJNA W LIKWIDACJI,7282166903,47170382800000,SPÓŁKA AKCYJNA,RejP,21.11.2001,30.10.2020,21.11.2025,LIQUIDATION,,,,WROCŁAW,MARCHEWKOWA,8,5,52-311,WROCŁAW,,16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 25.11.Z; 25.12.Z; 32.99.Z; 33.11.Z; 33.19.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.44.Z; 46.49.Z; 46.72.Z; 46.73.Z; 46.74.Z; 47.11.Z; 47.53.Z; 47.59.Z; 63.99.Z; 64.19.Z; 64.99.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 69.20.Z; 71.11.Z; 71.12.Z; 74.10.Z; 74.90.Z; 77.40.Z; 80.20.Z; 81.10.Z; 82.91.Z; 82.99.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '5000000,00', 'waluta': 'PLN'}",
0000064591,"""GÓRKI BOIS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5992733285,21119705400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.11.2001,13.05.2025,21.11.2025,ACTIVE,,,,GÓRKI NOTECKIE,KOLEJOWA,52,,66 - 543,GÓRKI NOTECKI,16.10.Z,16.10.Z; 16.23.Z; 16.24.Z; 16.29.Z; 46.73.Z; 47.59.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000065334,"""BATPOL"" ZAKŁAD PRODUKCYJNO HANDLOWY - MACIEJ BATOSZ I MARTA BATOSZ - SPÓŁKA JAWNA",7340010194,49009972800000,SPÓŁKA JAWNA,RejP,23.11.2001,19.06.2026,19.06.2026,ACTIVE,,,,JAZOWSKO,,318,,33-389,JAZOWSKO,16.10.Z,16.21.Z; 16.23.Z; 16.24.Z; 31.01.Z; 31.02.Z; 31.09.Z; 32.99.Z; 43.32.Z; 43.91.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000065800,"""DRENO"" PRODUKCJA WYROBÓW Z DREWNA  DZIURNY,  NOWAK SPÓŁKA JAWNA",7380003361,49003488700000,SPÓŁKA JAWNA,RejP,05.12.2001,29.05.2026,29.05.2026,ACTIVE,,,,ŚNIETNICA,,90,,38-315,UŚCIE GORLICKIE,16.24.Z,16.23.Z; 16.28.Z; 16.11.Z; 16.12.Z; 02.20.Z; 02.40.Z; 46.83.Z; 49.41.Z; 33.12.Z,16.11.Z; 16.12.Z,pozostałe; pozostałe,16.11.Z: PKD 2025 - Produkcja wyrobów tartacznych; 16.12.Z: PKD 2025 - Obróbka i wykończanie wyrobów tartacznych,,
0000066663,"""ALPARK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6571810043,29058189700000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,29.11.2001,09.07.2026,09.07.2026,ACTIVE,,,,KIELCE,SUKOWSKA,68 A,,25-146,KIELCE,16.22.Z,16.10.Z; 16.21.Z; 16.23.Z; 16.24.Z; 16.29.Z; 43.33.Z; 46.13.Z; 46.73.Z; 47.53.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000067189,"""JAWOR"" ABRAMCZUK  SPÓŁKA JAWNA",5431456026,05049098500000,SPÓŁKA JAWNA,RejP,30.11.2001,28.07.2026,28.07.2026,ACTIVE,,,,DUBINY,GŁÓWNA,3A,,17-200,HAJNÓWKA,16.21.Z,16.10.Z; 16.23.Z; 16.24.Z; 16.29.Z; 46.73.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000067464,KORA JAMER I WSPÓLNICY SPÓŁKA JAWNA,8690005917,85025702800000,SPÓŁKA JAWNA,RejP,29.11.2001,29.05.2026,29.05.2026,ACTIVE,,,,BIADOLINY SZLACHECKIE,,190,,32-828,BIADOLINY SZLACHECKIE,32.30.Z,16.10.Z; 16.23.Z; 16.24.Z; 25.99.Z; 43.91.Z; 46.73.Z; 47.91.Z; 49.41.Z; 81.30.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000069138,"""ELEKTRO A-Z"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5260208378,01207481600000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,06.12.2001,23.07.2026,23.07.2026,ACTIVE,,,,WARSZAWA,MARSZAŁKOWSKA,1,,00-624,WARSZAWA,,01.11.Z; 01.16.Z; 01.21.Z; 01.24.Z; 01.25.Z; 01.26.Z; 01.61.Z; 01.62.Z; 01.63.Z; 02.10.Z; 09.10.Z; 09.90.Z; 16.10.Z; 16.22.Z; 16.23.Z; 16.24.Z; 18.12.Z; 18.13.Z; 18.14.Z; 23.12.Z; 23.19.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 23.65.Z; 23.69.Z; 23.70.Z; 23.99.Z; 25.11.Z; 25.12.Z; 25.21.Z; 25.29.Z; 25.61.Z; 25.62.Z; 25.91.Z; 25.92.Z; 25.93.Z; 25.94.Z; 25.99.Z; 26.11.Z; 26.12.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.51.Z; 26.52.Z; 26.60.Z; 26.70.Z; 26.80.Z; 27.11.Z; 27.12.Z; 27.31.Z; 27.32.Z; 27.33.Z; 27.40.Z; 27.51.Z; 27.52.Z; 27.90.Z; 28.12.Z; 28.23.Z; 28.25.Z; 28.29.Z; 28.41.Z; 28.49.Z; 28.91.Z; 28.92.Z; 31.01.Z; 31.02.Z; 31.03.Z; 31.09.Z; 33.11.Z; 33.12.Z; 33.13.Z; 33.14.Z; 33.15.Z; 33.16.Z; 33.17.Z; 33.19.Z; 33.20.Z; 35.11.Z; 35.12.Z; 35.13.Z; 35.14.Z; 36.00.Z; 37.00.Z; 38.31.Z; 38.32.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 46.43.Z; 46.47.Z; 46.49.Z; 46.51.Z; 46.52.Z; 46.61.Z; 46.62.Z; 46.63.Z; 46.65.Z; 46.66.Z; 46.69.Z; 46.73.Z; 46.74.Z; 47.11.Z; 47.19.Z; 47.41.Z; 47.42.Z; 47.43.Z; 47.51.Z; 47.52.Z; 47.53.Z; 47.54.Z; 47.59.Z; 47.61.Z; 47.62.Z; 47.78.Z; 49.41.Z; 49.42.Z; 52.21.Z; 52.24.A; 52.24.B; 52.24.C; 52.29.A; 52.29.B; 52.29.C; 55.10.Z; 55.20.Z; 58.11.Z; 58.12.Z; 58.13.Z; 58.14.Z; 58.19.Z; 58.29.Z; 62.01.Z; 62.02.Z; 62.03.Z; 62.09.Z; 63.11.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 71.12.Z; 71.20.B; 72.19.Z; 74.10.Z; 74.20.Z; 74.30.Z; 74.90.Z; 77.11.Z; 77.12.Z; 77.31.Z; 77.32.Z; 77.40.Z; 80.10.Z; 80.20.Z; 81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 81.30.Z; 82.11.Z; 82.19.Z; 85.32.A; 85.32.B; 85.32.C; 85.42.B; 85.52.Z; 85.59.A; 85.59.B; 90.01.Z; 90.02.Z; 90.03.Z; 90.04.Z; 91.01.A; 91.01.B; 91.02.Z; 91.03.Z; 91.04.Z; 94.11.Z; 94.12.Z; 95.11.Z; 95.12.Z; 95.21.Z; 95.22.Z; 95.24.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000070083,"""DREW-BOX KACZMAREK"" SPÓŁKA JAWNA",9160002099,93161692100000,SPÓŁKA JAWNA,RejP,10.12.2001,29.05.2018,21.02.2026,ACTIVE,,,,MILICZ,POPRZECZNA,4,,56-300,MILICZ,,16.10.Z; 16.23.Z; 16.24.Z; 16.29.Z; 31.09.Z; 31.01.Z; 31.02.Z; 95.24.Z; 43.32.Z; 47.59.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000070481,"""NOVA MAZUR DESIGN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7431768695,51141377800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.01.2002,24.06.2025,21.11.2025,ACTIVE,,,,BARTOSZYCE,INWESTYCYJNA,3,,11-200,BARTOSZYCE,31.09.Z,31.03.Z; 49.41.Z; 46.15.Z; 47.59.Z; 52.29.C; 16.10.Z; 13.92.Z; 46.90.Z; 47.19.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000070951,"FOKA I NAMEDYŃSKI, BISZCZANIK SPÓŁKA JAWNA",7122392772,43096594800000,SPÓŁKA JAWNA,RejP,18.12.2001,14.10.2025,21.11.2025,ACTIVE,,,,LUBLIN,CZECHOWSKA,4,,20-072,LUBLIN,16.10.Z,,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000071286,"""MGJ"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5881948953,19056657600000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.12.2001,09.09.2026,09.09.2026,ACTIVE,,,,LEŚNIEWO,OFIAR PIAŚNICY,30,,84-106,LEŚNIEWO,16.10.Z,70.22.Z; 82.99.Z; 96.09.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '7435000,00', 'waluta': 'PLN'}",
0000073499,"""IZOPANEL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",9570796041,19250357400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,08.01.2002,22.07.2026,22.07.2026,ACTIVE,,,,GDAŃSK,BUDOWLANYCH,36,,80-298,GDAŃSK,24.33.Z,16.10.Z; 16.21.Z; 16.23.Z; 16.24.Z; 20.59.Z; 20.60.Z; 22.19.Z; 22.21.Z; 22.22.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '3877000,00', 'waluta': 'PLN'}",
0000073586,"""PAWLAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI",9290092646,97004937000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,15.12.2001,09.09.2024,21.11.2025,LIQUIDATION,,,,ZIELONA GÓRA,KOŻUCHOWSKA,15A,,65-001,ZIELONA GÓRA,,16.10.Z; 16.29.Z; 20.12.Z; 20.13.Z; 20.14.Z; 20.59.Z; 41.10.Z; 43.99.Z; 43.21.Z; 43.29.Z; 49.41.Z; 52.29.C; 71.11.Z; 74.90.Z; 45.31.Z; 45.32.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '4000,00', 'waluta': 'PLN'}",
0000073994,"""PRZEDSIĘBIORSTWO LEŚNE GODLAS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7231518781,45110169000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,21.12.2001,26.06.2019,21.11.2025,ACTIVE,,,,ZAMBRÓW,AL. WOJSKA POLSKIEGO,73,,18-301,ZAMBRÓW,46.73.Z,02.10.Z; 02.40.Z; 08.12.Z; 16.10.Z; 16.21.Z; 16.23.Z; 23.61.Z; 28.30.Z; 33.12.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '180000,00', 'waluta': 'PLN'}",
